OBJECTID,TRACT,STATE_FIPS,CNTY_FIPS,TRACT_CODE,CENSUS_KEY,COUNTY,TRACT_ID,MSSA_ID,MSSA_NAME,AREA_SQMI,POP,POP_CIV,POP100POV,PCT100POV,POP200POV,PCT200POV,WHITE,PCT_WHITE,NHS_WHITE,PCT_NHS_WHITE,BLACK,PCT_BLACK,NHS_BLACK,PCT_NHS_BLACK,ASIAN,PCT_ASIAN,NHS_ASIAN,PCT_NHS_ASIAN,AMIND_ESK,PCT_AMIND_ESK,NHS_AMIND_ESK,PCT_NHS_AMIND_ESK,ISLANDER,PCT_ISLAND,NHS_ISLANDER,PCT_NHS_ISLANDER,OTHER_RACE,PCT_OTHER,NHS_OTHER_RACE,PCT_NHS_OTHER_RACE,MULTI_RACE,PCT_MULTI,NHS_MULTI_RACE,PCT_NHS_MULTI_RACE,HISPANIC,PCT_HSPNC,AGE_UNDER5,PCT_UNDER5,AGE_UNDR18,PCT_UNDR18,AGE_18_64,PCT_18_64,AGE_65OVER,PCT_65OVER,ELD_RATIO,YTH_RATIO,TotalPovertyPop,SHAPE_Length,SHAPE_Area
5204,4517.01,6,1,451701,6001451701,Alameda,4517.01,1.1,Livermore Central and West/Spring Town,0.472099,3150,3150,147,4.666666,410,13.015873,2891,91.777777,2167,68.79365,221,7.015873,43,1.365079,145,4.603174,92,2.920634,36,1.142857,0,0,60,1.904761,36,1.142857,136,4.31746,0,0,309,9.809523,193,6.126984,619,19.650793,251,7.968253,841,26.698412,1909,60.603174,400,12.698412,0.209533,0.440544,3150,4399.868837,1222738.191
4882,4515.01,6,1,451501,6001451501,Alameda,4515.01,1.2,Altamont/Livermore East/Midway/Mountain House/Scotts Corner,1.951317,4529,4529,196,4.350721,759,16.847946,3527,77.87591,2989,65.996908,162,3.576948,162,3.576948,602,13.292117,472,10.421726,88,1.943033,22,0.485758,35,0.772797,0,0,355,7.838374,5,0.110399,240,5.299183,166,3.665268,713,15.742989,241,5.321262,1076,23.758003,2852,62.971958,601,13.270037,0.210729,0.377279,4505,10422.78582,5053908.925
5001,4507.01,6,1,450701,6001450701,Alameda,4507.01,1.2,Altamont/Livermore East/Midway/Mountain House/Scotts Corner,103.897885,7720,7720,352,4.559585,699,9.054404,5807,75.220207,5119,66.30829,120,1.554404,120,1.554404,2001,25.919689,1652,21.398963,14,0.181347,0,0,15,0.1943,0,0,141,1.826424,17,0.220207,378,4.896373,337,4.365284,475,6.152849,380,4.922279,2449,31.722797,4646,60.181347,625,8.095854,0.134524,0.52712,7720,91765.30462,269095363.2
5035,4515.06,6,1,451506,6001451506,Alameda,4515.06,1.2,Altamont/Livermore East/Midway/Mountain House/Scotts Corner,0.328622,2935,2935,667,22.725724,952,32.436115,2309,78.671209,1766,60.170357,65,2.21465,32,1.090289,108,3.679727,73,2.487223,61,2.078364,61,2.078364,35,1.192504,0,0,460,15.672913,0,0,68,2.316865,68,2.316865,935,31.856899,522,17.785349,966,32.913117,1808,61.601362,161,5.485519,0.089048,0.534292,2935,4357.090061,851131.473
5053,4515.05,6,1,451505,6001451505,Alameda,4515.05,1.2,Altamont/Livermore East/Midway/Mountain House/Scotts Corner,0.530292,3325,3325,255,7.669172,306,9.203007,3149,94.706766,3066,92.210526,0,0,0,0,76,2.285714,51,1.533834,0,0,0,0,13,0.390977,0,0,112,3.368421,0,0,25,0.751879,25,0.751879,183,5.503759,111,3.338345,918,27.609022,2153,64.751879,254,7.639097,0.117974,0.426381,3325,4869.321851,1373456.953
5054,4515.04,6,1,451504,6001451504,Alameda,4515.04,1.2,Altamont/Livermore East/Midway/Mountain House/Scotts Corner,1.249891,1519,1519,60,3.949967,280,18.433179,1297,85.385121,1035,68.136932,34,2.238314,7,0.460829,184,12.113232,115,7.57077,16,1.053324,0,0,13,0.855826,0,0,76,5.003291,0,0,101,6.649111,58,3.818301,304,20.013166,131,8.624094,432,28.439763,980,64.516129,107,7.044107,0.109183,0.440816,1519,8175.229776,3237218.243
5072,4511.01,6,1,451101,6001451101,Alameda,4511.01,1.2,Altamont/Livermore East/Midway/Mountain House/Scotts Corner,215.633722,6757,6757,131,1.93873,718,10.626017,5485,81.175077,4382,64.851265,86,1.272754,86,1.272754,1179,17.448571,1060,15.687435,71,1.050762,18,0.26639,0,0,0,0,230,3.403877,0,0,275,4.069853,219,3.241083,992,14.681071,518,7.666124,1850,27.379014,4374,64.732869,533,7.888116,0.121856,0.422953,6757,131733.3499,558491011.8
5145,4511.02,6,1,451102,6001451102,Alameda,4511.02,1.2,Altamont/Livermore East/Midway/Mountain House/Scotts Corner,1.846683,4017,4017,19,0.472989,60,1.493651,3589,89.345282,3131,77.943739,38,0.945979,0,0,485,12.073686,313,7.791884,96,2.389843,7,0.174259,30,0.746825,0,0,75,1.867064,0,0,249,6.198655,154,3.833706,412,10.25641,187,4.655215,1062,26.43764,2477,61.662932,478,11.899427,0.192975,0.428744,4017,11447.9022,4782907.764
5167,4515.03,6,1,451503,6001451503,Alameda,4515.03,1.2,Altamont/Livermore East/Midway/Mountain House/Scotts Corner,1.032476,5470,5426,237,4.332723,914,16.709323,4775,87.294332,3888,71.07861,70,1.279707,57,1.042047,446,8.153564,339,6.19744,128,2.340036,78,1.425959,0,0,0,0,282,5.155393,0,0,231,4.223034,156,2.851919,952,17.404021,239,4.369287,1325,24.223034,3496,63.912248,649,11.864716,0.18564,0.379004,5470,8100.838105,2674112.036
4895,4224,6,1,422400,6001422400,Alameda,4224,2a,Berkeley South and West/Emeryville/Oakland Northwest,0.183617,4609,4550,1456,31.590366,2393,51.920156,2433,52.788023,1997,43.32827,291,6.313733,150,3.254502,1899,41.201996,1793,38.902147,123,2.668691,0,0,33,0.71599,0,0,74,1.605554,13,0.282056,222,4.816663,222,4.816663,434,9.416359,58,1.258407,153,3.319592,4208,91.299631,248,5.380776,0.058935,0.036359,4609,2819.434227,475567.9291
4896,4225,6,1,422500,6001422500,Alameda,4225,2a,Berkeley South and West/Emeryville/Oakland Northwest,0.177735,5234,2777,1234,36.029197,1672,48.817518,3748,71.608712,3377,64.520443,339,6.476881,323,6.171188,1275,24.359954,1120,21.398547,16,0.305693,0,0,16,0.305693,0,0,60,1.14635,0,0,195,3.72564,151,2.884982,263,5.024837,60,1.14635,175,3.343523,4835,92.376767,224,4.279709,0.046328,0.036194,3425,3105.307069,460334.0118
4910,4204,6,1,420400,6001420400,Alameda,4204,2a,Berkeley South and West/Emeryville/Oakland Northwest,1.058397,2757,2757,584,21.182444,1301,47.188973,896,32.499093,577,20.928545,101,3.663402,92,3.33696,1705,61.842582,1637,59.376133,19,0.689154,10,0.362713,54,1.95865,0,0,68,2.466449,0,0,77,2.79289,63,2.285092,378,13.710554,457,16.575988,850,30.830612,1907,69.169387,0,0,0,0.445726,2757,7047.496805,1116788.217
4922,4220,6,1,422000,6001422000,Alameda,4220,2a,Berkeley South and West/Emeryville/Oakland Northwest,4.001009,1313,1215,222,16.907844,420,31.987814,577,43.945163,475,36.176694,478,36.405178,347,26.428027,295,22.467631,285,21.706016,58,4.417364,0,0,38,2.894135,0,0,43,3.274942,0,0,137,10.43412,126,9.596344,80,6.092916,63,4.798172,326,24.828636,901,68.621477,86,6.549885,0.095449,0.36182,1313,19426.64866,4673420.96
4928,4251.03,6,1,425103,6001425103,Alameda,4251.03,2a,Berkeley South and West/Emeryville/Oakland Northwest,0.34052,2355,2355,303,12.866242,820,34.819532,1216,51.634819,760,32.271762,439,18.641188,439,18.641188,791,33.58811,700,29.723991,33,1.401273,0,0,0,0,0,0,26,1.104033,0,0,150,6.369426,105,4.458598,351,14.904458,164,6.963906,247,10.488322,1929,81.910828,179,7.600849,0.092794,0.128045,2355,4364.388116,881948.4468
4929,4251.02,6,1,425102,6001425102,Alameda,4251.02,2a,Berkeley South and West/Emeryville/Oakland Northwest,0.280922,2054,2054,159,7.740993,323,15.725413,806,39.240506,758,36.903602,322,15.676728,295,14.36222,968,47.127555,920,44.790652,0,0,0,0,13,0.632911,0,0,12,0.584225,0,0,63,3.067185,44,2.142161,37,1.801363,30,1.460564,64,3.115871,1815,88.364167,175,8.519961,0.096418,0.035261,2054,4676.418951,727589.317
4930,4251.01,6,1,425101,6001425101,Alameda,4251.01,2a,Berkeley South and West/Emeryville/Oakland Northwest,0.882991,2085,2085,330,15.827338,445,21.342925,1297,62.206235,1214,58.225419,38,1.822541,38,1.822541,798,38.273381,739,35.443645,0,0,0,0,0,0,0,0,0,0,0,0,48,2.302158,48,2.302158,46,2.206235,122,5.851318,194,9.304556,1542,73.956834,349,16.738609,0.226329,0.12581,2085,8406.604585,547544.2374
4942,4235,6,1,423500,6001423500,Alameda,4235,2a,Berkeley South and West/Emeryville/Oakland Northwest,0.245267,3999,3077,859,21.724835,1809,45.751138,2586,64.666166,2171,54.288572,924,23.105776,862,21.555388,544,13.6034,407,10.177544,24,0.60015,0,0,34,0.850212,0,0,102,2.550637,28,0.700175,157,3.925981,140,3.500875,391,9.777444,99,2.475618,504,12.60315,2780,69.517379,715,17.879469,0.257194,0.181294,3954,3292.358054,635241.8094
4948,4240.01,6,1,424001,6001424001,Alameda,4240.01,2a,Berkeley South and West/Emeryville/Oakland Northwest,0.197222,3682,3682,716,19.445953,1303,35.388375,2245,60.972297,1473,40.005431,1042,28.299837,919,24.959261,329,8.935361,269,7.305812,90,2.444323,0,0,0,0,0,0,231,6.273764,16,0.434546,202,5.486148,163,4.426941,842,22.868006,113,3.068984,634,17.218902,2845,77.267789,203,5.513307,0.071353,0.222847,3682,2975.455173,510806.1838
4949,4233,6,1,423300,6001423300,Alameda,4233,2a,Berkeley South and West/Emeryville/Oakland Northwest,0.28051,3501,3501,377,10.808486,870,24.94266,1363,38.931733,1109,31.676663,1517,43.330477,1330,37.989145,493,14.08169,424,12.110825,99,2.827763,50,1.428163,0,0,0,0,170,4.855755,0,0,141,4.02742,126,3.598971,462,13.196229,222,6.341045,758,21.650956,2284,65.238503,459,13.110539,0.200963,0.331873,3488,3473.940618,726521.6687
4995,4228,6,1,422800,6001422800,Alameda,4228,2a,Berkeley South and West/Emeryville/Oakland Northwest,0.157749,7784,2922,1673,57.255304,2174,74.401095,3704,47.584789,2554,32.810894,210,2.697841,150,1.927029,3791,48.702466,3415,43.872045,49,0.629496,4,0.051387,28,0.359712,14,0.179856,507,6.51336,34,0.436793,477,6.127954,371,4.766187,1242,15.955806,0,0,257,3.301644,7495,96.287255,32,0.411099,0.004269,0.034289,2922,2828.486182,408570.3358
4996,4237,6,1,423700,6001423700,Alameda,4237,2a,Berkeley South and West/Emeryville/Oakland Northwest,0.287278,3472,2405,648,26.943866,886,36.839916,2673,76.987327,2353,67.770737,52,1.497695,34,0.979262,702,20.218894,615,17.713133,18,0.518433,0,0,64,1.843317,59,1.699308,84,2.419354,0,0,98,2.82258,89,2.563364,322,9.274193,81,2.332949,349,10.051843,2760,79.493087,363,10.455069,0.131521,0.126449,2405,3833.221435,744051.3411
5003,4236.02,6,1,423602,6001423602,Alameda,4236.02,2a,Berkeley South and West/Emeryville/Oakland Northwest,0.155666,5355,5355,2166,40.448179,3661,68.366013,2369,44.239028,1900,35.480859,141,2.633053,126,2.352941,2576,48.104575,2472,46.162464,48,0.896358,0,0,155,2.894491,155,2.894491,227,4.239028,11,0.205415,131,2.446311,131,2.446311,560,10.457516,128,2.390289,288,5.378151,4804,89.71055,263,4.911297,0.054746,0.05995,5355,2830.141924,403176.1529
5013,4251.04,6,1,425104,6001425104,Alameda,4251.04,2a,Berkeley South and West/Emeryville/Oakland Northwest,0.415418,2899,2899,617,21.283201,1231,42.462918,1516,52.293894,1053,36.322869,689,23.766816,591,20.38634,687,23.697826,662,22.83546,74,2.552604,0,0,0,0,0,0,102,3.518454,0,0,122,4.208347,94,3.242497,499,17.212832,97,3.345981,320,11.038289,2273,78.406347,306,10.555363,0.134623,0.140783,2899,4376.321516,1075932.194
5113,4232,6,1,423200,6001423200,Alameda,4232,2a,Berkeley South and West/Emeryville/Oakland Northwest,0.176361,2533,2533,428,16.89696,916,36.162652,1712,67.58784,996,39.320963,598,23.608369,530,20.923805,235,9.277536,93,3.671535,32,1.263324,24,0.947493,46,1.816028,0,0,108,4.263718,0,0,152,6.000789,101,3.987366,789,31.148835,143,5.645479,558,22.029214,1743,68.811685,232,9.159099,0.133103,0.320137,2533,2822.91129,456774.9041
5114,4008,6,1,400800,6001400800,Alameda,4008,2a,Berkeley South and West/Emeryville/Oakland Northwest,0.268428,2664,2664,536,20.12012,1165,43.731231,1106,41.516516,851,31.944444,1112,41.741741,1013,38.025525,389,14.602102,358,13.438438,13,0.487987,0,0,8,0.3003,8,0.3003,170,6.381381,49,1.839339,106,3.978978,106,3.978978,279,10.472972,104,3.903903,389,14.602102,1934,72.597597,341,12.8003,0.176318,0.201137,2664,3903.59069,695229.6817
5124,4007,6,1,400700,6001400700,Alameda,4007,2a,Berkeley South and West/Emeryville/Oakland Northwest,0.339965,3942,3942,494,12.531709,1791,45.433789,1573,39.903602,1400,35.514967,1830,46.423135,1676,42.516489,471,11.948249,452,11.46626,95,2.409944,0,0,0,0,0,0,182,4.616945,61,1.547437,150,3.805175,129,3.27245,224,5.682394,278,7.052257,692,17.55454,2799,71.004566,451,11.440892,0.161128,0.247231,3942,4280.009462,880509.246
5165,4203,6,1,420300,6001420300,Alameda,4203,2a,Berkeley South and West/Emeryville/Oakland Northwest,0.931859,4584,4584,343,7.482547,993,21.662303,2613,57.002617,2148,46.858638,251,5.475567,162,3.534031,1847,40.292321,1709,37.281849,42,0.91623,0,0,0,0,0,0,22,0.47993,0,0,191,4.166666,167,3.643106,398,8.682373,109,2.377835,841,18.346422,3077,67.124781,666,14.528795,0.216444,0.273318,4584,8794.425357,1303878.558
5174,4221,6,1,422100,6001422100,Alameda,4221,2a,Berkeley South and West/Emeryville/Oakland Northwest,0.212536,2251,2251,596,26.477121,830,36.872501,1190,52.865393,760,33.762772,454,20.168813,421,18.702798,300,13.32741,300,13.32741,16,0.710795,0,0,0,0,0,0,359,15.948467,0,0,68,3.020879,30,1.332741,740,32.874278,131,5.819635,393,17.458907,1602,71.168369,256,11.372723,0.1598,0.245318,2251,3227.847161,550469.1897
5196,4009,6,1,400900,6001400900,Alameda,4009,2a,Berkeley South and West/Emeryville/Oakland Northwest,0.164155,2466,2466,237,9.610705,781,31.670721,1106,44.849959,971,39.375506,1304,52.879156,1297,52.595296,37,1.500405,37,1.500405,0,0,0,0,0,0,0,0,41,1.662611,14,0.567721,22,0.892133,22,0.892133,125,5.068937,145,5.879967,439,17.802108,1769,71.735604,258,10.462287,0.145845,0.248162,2466,2811.777937,425161.3838
5202,4239.01,6,1,423901,6001423901,Alameda,4239.01,2a,Berkeley South and West/Emeryville/Oakland Northwest,0.152521,1720,1720,253,14.709302,416,24.186046,970,56.395348,874,50.813953,530,30.813953,456,26.511627,140,8.139534,126,7.325581,55,3.197674,8,0.465116,0,0,0,0,122,7.093023,11,0.639534,97,5.639534,86,5,159,9.244186,84,4.88372,293,17.034883,1252,72.790697,175,10.174418,0.139776,0.234025,1720,3516.98618,395030.3543
5203,4240.02,6,1,424002,6001424002,Alameda,4240.02,2a,Berkeley South and West/Emeryville/Oakland Northwest,0.127242,2108,2108,386,18.311195,955,45.303605,761,36.100569,441,20.920303,1181,56.024667,1038,49.240986,269,12.76091,219,10.388994,92,4.364326,5,0.237191,0,0,0,0,78,3.700189,0,0,176,8.349146,134,6.356736,271,12.855787,93,4.411764,376,17.836812,1557,73.86148,175,8.301707,0.112395,0.24149,2108,2661.807128,329558.7875
5220,4227,6,1,422700,6001422700,Alameda,4227,2a,Berkeley South and West/Emeryville/Oakland Northwest,0.132955,3525,2342,856,36.549957,1528,65.243381,2409,68.340425,2060,58.439716,121,3.432624,80,2.269503,1056,29.957446,987,28,15,0.425531,0,0,6,0.170212,0,0,66,1.87234,8,0.22695,142,4.028368,116,3.29078,274,7.773049,39,1.106382,116,3.29078,3333,94.553191,76,2.156028,0.022802,0.034803,2342,2634.030414,344354.0561
5232,4229,6,1,422900,6001422900,Alameda,4229,2a,Berkeley South and West/Emeryville/Oakland Northwest,0.210148,3462,3293,1501,45.581536,2083,63.25539,1549,44.742923,1251,36.135181,245,7.076834,183,5.285961,1746,50.433275,1627,46.995956,56,1.617562,12,0.34662,7,0.202195,0,0,50,1.444251,0,0,181,5.228191,171,4.939341,218,6.296938,71,2.050837,179,5.170421,3178,91.796649,105,3.032928,0.033039,0.056324,3293,3059.786739,544284.1848
5233,4234,6,1,423400,6001423400,Alameda,4234,2a,Berkeley South and West/Emeryville/Oakland Northwest,0.291667,4228,4228,709,16.769157,1612,38.126773,2037,48.178807,1383,32.710501,1184,28.003784,966,22.847682,776,18.353831,574,13.576158,168,3.973509,35,0.827814,0,0,0,0,554,13.103122,0,0,382,9.035004,337,7.970671,933,22.067171,262,6.196783,873,20.64806,2949,69.74929,406,9.602649,0.137673,0.296032,4228,3538.964264,755418.3872
4893,4238,6,1,423800,6001423800,Alameda,4238,2b,Albany/Berkeley East and North/Claremont/Cragmont/Forest Park/Rockridge/Temescal/Thousand Oaks,0.402305,2737,2737,48,1.753744,152,5.553525,2398,87.614176,2116,77.310924,172,6.284252,22,0.803799,347,12.678114,274,10.01096,17,0.621118,12,0.438436,0,0,0,0,31,1.132626,0,0,228,8.330288,215,7.855316,98,3.580562,158,5.772743,455,16.62404,1640,59.91962,642,23.456339,0.391463,0.277439,2737,4549.144096,1041970.741
4894,4222,6,1,422200,6001422200,Alameda,4222,2b,Albany/Berkeley East and North/Claremont/Cragmont/Forest Park/Rockridge/Temescal/Thousand Oaks,0.26055,3019,3019,228,7.552169,1067,35.342828,1886,62.471016,1465,48.526001,375,12.421331,375,12.421331,774,25.637628,720,23.848956,25,0.828088,0,0,0,0,0,0,61,2.020536,13,0.430606,102,3.378602,45,1.490559,401,13.282543,133,4.405432,384,12.719443,2330,77.177873,305,10.102683,0.130901,0.164806,3019,3329.569275,674825.9259
4897,4216,6,1,421600,6001421600,Alameda,4216,2b,Albany/Berkeley East and North/Claremont/Cragmont/Forest Park/Rockridge/Temescal/Thousand Oaks,0.513637,3591,3591,267,7.435254,695,19.35394,2858,79.587858,2641,73.544973,132,3.675856,76,2.116402,490,13.645224,417,11.612364,17,0.473405,0,0,0,0,0,0,229,6.377053,37,1.030353,135,3.759398,135,3.759398,285,7.936507,95,2.645502,423,11.779448,2267,63.130047,901,25.090504,0.397441,0.18659,3591,7397.582489,1330319.361
4898,4223,6,1,422300,6001422300,Alameda,4223,2b,Albany/Berkeley East and North/Claremont/Cragmont/Forest Park/Rockridge/Temescal/Thousand Oaks,0.216235,3031,3031,539,17.782909,989,32.629495,2234,73.705047,1853,61.134938,129,4.256021,99,3.266248,776,25.602111,641,21.148135,0,0,0,0,0,0,0,0,57,1.880567,9,0.296931,165,5.443747,165,5.443747,264,8.709996,84,2.771362,342,11.283404,2297,75.783569,392,12.933025,0.170657,0.148889,3031,3008.52477,560049.7359
4904,4043,6,1,404300,6001404300,Alameda,4043,2b,Albany/Berkeley East and North/Claremont/Cragmont/Forest Park/Rockridge/Temescal/Thousand Oaks,0.716621,3197,3197,39,1.219893,106,3.315608,2754,86.143259,2546,79.637159,96,3.002815,51,1.595245,411,12.855802,379,11.854863,48,1.501407,0,0,8,0.250234,0,0,13,0.406631,0,0,125,3.909915,125,3.909915,96,3.002815,141,4.410384,607,18.986549,2026,63.371911,564,17.641538,0.278381,0.299605,3197,7028.956553,1856049.491
4918,4218,6,1,421800,6001421800,Alameda,4218,2b,Albany/Berkeley East and North/Claremont/Cragmont/Forest Park/Rockridge/Temescal/Thousand Oaks,0.204044,2004,2004,89,4.441117,359,17.914171,1503,75,1350,67.365269,221,11.027944,52,2.59481,246,12.275449,202,10.07984,41,2.045908,0,0,65,3.243512,65,3.243512,13,0.648702,0,0,85,4.241516,74,3.692614,261,13.023952,120,5.988023,452,22.55489,1300,64.870259,252,12.57485,0.193846,0.347692,2004,3021.009094,528474.4787
4919,4217,6,1,421700,6001421700,Alameda,4217,2b,Albany/Berkeley East and North/Claremont/Cragmont/Forest Park/Rockridge/Temescal/Thousand Oaks,0.221553,3731,3731,458,12.275529,840,22.514071,2589,69.391584,2311,61.940498,229,6.137764,183,4.904851,852,22.8357,756,20.262664,0,0,0,0,30,0.804073,0,0,173,4.636826,81,2.170999,112,3.001876,96,2.573036,304,8.147949,253,6.781023,531,14.232109,2718,72.849102,482,12.918788,0.177336,0.195364,3731,3054.458351,573823.0466
4920,4212,6,1,421200,6001421200,Alameda,4212,2b,Albany/Berkeley East and North/Claremont/Cragmont/Forest Park/Rockridge/Temescal/Thousand Oaks,0.52342,3447,3447,63,1.827676,127,3.684363,2850,82.680591,2750,79.779518,10,0.290107,10,0.290107,562,16.304032,548,15.897882,14,0.40615,6,0.174064,0,0,0,0,33,0.957354,0,0,22,0.638236,22,0.638236,111,3.220191,113,3.278212,700,20.307513,1949,56.54192,798,23.150565,0.40944,0.359158,3447,6401.435137,1355658.453
4921,4211,6,1,421100,6001421100,Alameda,4211,2b,Albany/Berkeley East and North/Claremont/Cragmont/Forest Park/Rockridge/Temescal/Thousand Oaks,0.28784,2044,2044,186,9.235352,225,11.171797,1729,84.589041,1587,77.641878,28,1.369863,0,0,286,13.992172,254,12.426614,0,0,0,0,50,2.446183,50,2.446183,0,0,0,0,49,2.39726,49,2.39726,104,5.088062,47,2.299412,366,17.906066,1198,58.610567,480,23.483365,0.400667,0.305509,2014,3770.30132,745507.6329
4923,4219,6,1,421900,6001421900,Alameda,4219,2b,Albany/Berkeley East and North/Claremont/Cragmont/Forest Park/Rockridge/Temescal/Thousand Oaks,0.330801,3590,3590,86,2.400893,471,13.149078,2339,65.153203,2070,57.660167,379,10.557103,355,9.888579,785,21.866295,615,17.130919,38,1.058495,0,0,0,0,0,0,289,8.050139,0,0,222,6.183844,205,5.710306,345,9.610027,271,7.548746,565,15.738161,2628,73.203342,397,11.058495,0.151065,0.214992,3582,4024.795416,856776.5731
